protocol_type,service,flag,src_bytes,dst_bytes,num_failed_logins,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,class
udp,domain_u,SF,44,132,0,0,0,0,1,0,1,0,normal
tcp,efs,S0,0,0,0,0,1,1,0.11,0.05,0.07,0.06,anomaly
tcp,http,SF,273,4834,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,191,1392,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.07,0.06,0.11,0.07,anomaly
tcp,courier,REJ,0,0,0,0,0,0,0.11,0.06,0.05,0.06,anomaly
tcp,http,SF,308,1924,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,203,0,0,1,0,0,1,0,0.22,0.1,normal
tcp,http,SF,228,4781,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.25,0.05,0,0.05,anomaly
tcp,http,SF,166,24084,0,1,0,0,1,0,1,0,normal
tcp,http,SF,263,3253,0,1,0.5,0.4,1,0,1,0,normal
tcp,http,SF,224,5024,0,1,0,0,1,0,1,0,normal
tcp,http,SF,330,350,0,1,0,0,1,0,1,0,normal
tcp,time,SF,0,4,0,0,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.02,0.75,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,368,2751,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,192,0,0,1,0,0,1,0,0.8,0.4,normal
tcp,smtp,SF,2277,328,0,1,0,0,1,0,0.72,0.02,normal
tcp,sunrpc,S0,0,0,0,0,1,1,0.1,0.06,0.08,0.07,anomaly
tcp,http,SF,147,3253,0,1,0,0,1,0,1,0,normal
tcp,http,SF,302,2039,0,1,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.2,0.02,anomaly
tcp,smtp,SF,651,480,0,1,0,0,1,0,0.14,0.02,normal
tcp,smtp,SF,4071,332,0,1,0,0,1,0,0.97,0.01,normal
tcp,http,SF,218,13294,0,1,0,0,1,0,1,0,normal
tcp,uucp,RSTO,0,0,0,0,0,0,0.04,0.08,0.02,0.06,anomaly
tcp,gopher,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.06,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.24,0.08,0.22,0.04,anomaly
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.03,0.07,anomaly
tcp,http,SF,187,1330,0,1,0,0,1,0,1,0,normal
tcp,time,S0,0,0,0,0,1,1,0.02,0.06,0.05,0.06,anomaly
udp,domain_u,SF,43,69,0,0,0,0,1,0,1,0,normal
tcp,smtp,SF,1701,328,0,1,0,0,1,0,0.48,0.02,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.05,0.02,0.07,anomaly
udp,domain_u,SF,44,44,0,0,0,0,0.17,0.33,0.97,0.02,normal
tcp,http,SF,228,294,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,206,771,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,73,0,0,0,0,1,0,1,0.01,normal
udp,domain_u,SF,45,139,0,0,0,0,1,0,0.98,0.01,normal
tcp,smtp,SF,60814,387,0,1,0,0,1,0,0.14,0.75,normal
tcp,http,SF,216,16904,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.07,0.05,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.23,0.13,anomaly
tcp,hostnames,S0,0,0,0,0,1,1,0,0.05,0,0.05,anomaly
tcp,iso_tsap,S0,0,0,0,0,1,1,0.16,0.04,0.09,0.04,anomaly
tcp,http,SF,344,3123,0,1,0,0,1,0,1,0,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,257,2616,0,1,0,0,1,0,1,0,normal
tcp,other,RSTR,0,0,0,0,0,0,1,0,0,0.69,anomaly
tcp,http,SF,197,7712,0,1,0,0,1,0,1,0,normal
tcp,http,SF,328,10613,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,295,955,0,1,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.07,0.05,0.08,0.07,anomaly
tcp,http,SF,282,362,0,1,0,0,1,0,1,0,normal
tcp,other,RSTR,1,0,0,0,0,0,1,0,0.01,0.73,anomaly
udp,domain_u,SF,44,133,0,0,0,0,1,0,1,0.01,normal
tcp,ftp,SF,225,756,0,1,0,0,1,0,0.27,0.04,normal
tcp,http_443,REJ,0,0,0,0,0,0,0.2,0.07,0.06,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.12,0.06,0.08,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.25,0.25,0.01,0.07,anomaly
tcp,http,SF,191,24802,0,1,0,0,1,0,1,0,normal
tcp,http,SF,164,19950,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.05,0.07,anomaly
udp,other,SF,145,105,0,0,0,0,1,0,0.01,0.21,normal
tcp,private,RSTR,0,0,0,0,0,0,0.07,0.52,0.01,0.09,anomaly
tcp,ftp,SF,1487,4152,0,1,0,0,1,0,0.65,0.18,normal
tcp,other,REJ,0,0,0,0,0.22,0,0,1,0,1,anomaly
tcp,http,SF,245,299,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0.07,0.07,anomaly
tcp,http,SF,325,5888,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,42,42,0,0,0,0,1,0,0.69,0.01,normal
tcp,http,SF,265,260,0,1,0,0,1,0,1,0,normal
tcp,http,SF,342,1555,0,1,0.05,0.05,1,0,1,0,normal
tcp,ftp_data,SF,22,0,0,0,0,0,1,0,0.14,0.06,normal
tcp,http,SF,280,24293,0,1,0,0,1,0,1,0,normal
tcp,ldap,REJ,0,0,0,0,0,0,0.04,0.06,0.04,0.07,anomaly
tcp,http,SF,217,1786,0,1,0,0,1,0,1,0,normal
tcp,http,SF,332,334,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.47,0.02,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.86,0.02,anomaly
tcp,http,SF,323,1119,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,83,0,0,0,0,1,0,0.85,0.01,normal
tcp,http,SF,249,7255,0,1,0,0,1,0,1,0,normal
tcp,time,RSTR,0,0,0,0,0,0,1,0,0.01,0.28,anomaly
tcp,http,SF,323,608,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,36,0,0,0,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.3,anomaly
tcp,http,SF,317,2006,0,1,0,0,1,0,1,0,normal
tcp,http,SF,280,263,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,960,0,0,1,0,0,1,0,0.47,0.03,normal
tcp,netbios_dgm,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.07,anomaly
udp,domain_u,SF,44,76,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,299,25796,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.06,anomaly
tcp,smtp,SF,844,334,0,1,0,0,1,0,0.41,0.08,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
tcp,mtp,REJ,0,0,0,0,0,0,0.02,0.06,0.02,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.06,0.61,0,0.05,anomaly
tcp,http,SF,220,3238,0,1,0,0,1,0,1,0,normal
tcp,uucp_path,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.08,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.03,0.08,anomaly
tcp,http,SF,295,4380,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,1051,3081,0,1,0,0,1,0,0.02,0.04,normal
tcp,http,SF,284,3495,0,1,0.12,0.12,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.12,0.07,0.07,0.06,anomaly
tcp,finger,SF,6,269,0,0,0,0,1,0,0.01,0.02,normal
tcp,private,REJ,0,0,0,0,0,0,0.01,0.08,0.03,0.17,anomaly
tcp,http,SF,364,3798,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,8766,0,0,1,0,0,1,0,0.91,0.18,normal
tcp,private,S0,0,0,0,0,1,1,0.08,0.05,0.04,0.06,anomaly
udp,domain_u,SF,45,111,0,0,0,0,1,0,0.8,0.02,normal
tcp,http,SF,352,8260,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,44,128,0,0,0,0,1,0,0.83,0.01,normal
tcp,klogin,S0,0,0,0,0,1,1,0.17,0.05,0.07,0.05,anomaly
tcp,http,SF,346,1798,0,1,0,0,1,0,1,0,normal
icmp,urp_i,SF,183,0,0,0,0,0,0.5,1,0.01,0.01,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,netbios_ns,S0,0,0,0,0,1,1,0.14,0.06,0.07,0.07,anomaly
tcp,http,SF,203,2557,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.1,anomaly
tcp,time,S0,0,0,0,0,0.5,0.5,1,0,1,0,normal
tcp,ftp_data,SF,5133876,0,0,1,0,0,1,0,1,0,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,289,1719,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.47,0.06,0.24,0.02,anomaly
tcp,ftp_data,SF,3468,0,0,0,0,0,1,0,0.38,0.03,normal
tcp,http,SF,294,2591,0,1,0,0,1,0,1,0,normal
tcp,http,SF,281,3232,0,1,0,0,1,0,1,0,normal
udp,private,SF,105,147,0,0,0,0,1,0,0.93,0.03,normal
tcp,http,SF,285,247,0,1,0,0,1,0,1,0,normal
tcp,http,SF,273,6801,0,1,0,0,1,0,1,0,normal
tcp,http,SF,162,13187,0,1,0,0,1,0,1,0,normal
tcp,http,SF,266,1963,0,1,0,0,1,0,1,0,normal
tcp,systat,S0,0,0,0,0,1,1,0.06,0.06,0.05,0.08,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,323,310,0,1,0,0,1,0,1,0,normal
tcp,hostnames,S0,0,0,0,0,1,1,0.07,0.06,0.03,0.08,anomaly
tcp,http,SF,316,268,0,1,0,0,1,0,0.88,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.11,0.05,0.07,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.05,0.02,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.14,0.05,0.08,0.06,anomaly
tcp,sql_net,S0,0,0,0,0,1,1,0.09,0.06,0.01,0.07,anomaly
tcp,netbios_dgm,S0,0,0,0,0,1,1,0.14,0.05,0.05,0.05,anomaly
udp,domain_u,SF,45,114,0,0,0,0,1,0,0.91,0.01,normal
tcp,http,SF,195,10849,0,1,0,0,1,0,1,0,normal
tcp,finger,SF,7,139,0,0,0,0,0.17,0.33,0.06,0.06,normal
icmp,urp_i,SF,181,0,0,0,0,0,0.5,1,0.25,0.01,normal
tcp,time,S0,0,0,0,0,1,1,0.07,0.05,0.08,0.05,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.06,0.13,0.06,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,318,10976,0,1,0,0,1,0,1,0,normal
tcp,telnet,SF,1154,176690,0,1,0,0,1,0,0.2,0.13,normal
tcp,private,REJ,0,0,0,0,0,0,1,0,0.09,0.05,anomaly
tcp,private,S0,0,0,0,0,0.99,1,0.13,0.06,0.07,0.06,anomaly
tcp,http,SF,238,1856,0,1,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.09,0.02,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.08,0,0.07,anomaly
tcp,http,SF,222,1206,0,1,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,0.98,0.04,0.18,0.02,anomaly
tcp,smtp,SF,1515,335,0,1,0,0,1,0,0.6,0.05,normal
tcp,smtp,SF,748,331,0,1,0,0,1,0,0.85,0.04,normal
tcp,netstat,S0,0,0,0,0,1,1,0.14,0.12,0.03,0.09,anomaly
udp,domain_u,SF,44,69,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.05,0.05,0.09,anomaly
tcp,http,SF,224,688,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,246,0,0,1,0,0,1,0,1,0,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,310,2251,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.13,0.06,0.07,0.05,anomaly
tcp,efs,S0,0,0,0,0,1,1,0.09,0.05,0.05,0.06,anomaly
tcp,hostnames,S0,0,0,0,0,1,1,0.09,0.05,0.1,0.05,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,220,1753,0,1,0.03,0.03,1,0,1,0,normal
tcp,finger,S0,0,0,0,0,1,1,0.07,0.06,0.07,0.08,anomaly
tcp,http,SF,195,1042,0,1,0,0,1,0,1,0,normal
tcp,telnet,SF,127,10471,0,1,0,0,1,0,0.01,0.11,normal
udp,other,SF,145,105,0,0,0,0,1,0,0,0.62,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
udp,domain_u,SF,33,0,0,0,0,0,1,0,0.12,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.15,0.06,0.05,0.07,anomaly
tcp,smtp,SF,2074,331,0,1,0,0,1,0,0.54,0.05,normal
udp,domain_u,SF,46,190,0,0,0,0,1,0,0.98,0.01,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,csnet_ns,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.09,anomaly
tcp,http,SF,227,853,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,1,anomaly
tcp,courier,REJ,0,0,0,0,0,0,0.08,0.07,0.04,0.06,anomaly
tcp,http,S0,0,0,0,0,1,1,0.45,0.2,0.28,0.04,anomaly
tcp,name,REJ,0,0,0,0,0,0,0.06,0.07,0.11,0.07,anomaly
tcp,http,SF,327,2662,0,1,0,0,1,0,1,0,normal
tcp,http,SF,312,327,0,1,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.15,0.65,anomaly
tcp,systat,REJ,0,0,0,0,0,0,0.07,0.07,0.06,0.08,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,private,REJ,0,0,0,0,0.01,0,0.01,1,0,0.39,anomaly
tcp,ftp_data,SF,5133876,0,0,1,0,0,1,0,1,0,anomaly
tcp,klogin,S0,0,0,0,0,1,1,0.15,0.05,0.07,0.06,anomaly
udp,domain_u,SF,43,130,0,0,0,0,1,0,1,0,normal
tcp,daytime,S0,0,0,0,0,1,1,0,0.07,0,0.08,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,252,0,0,1,0,0,1,0,0.75,0.5,normal
tcp,http,SF,289,2658,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,5319,0,0,1,0,0,1,0,0.32,0.02,normal
tcp,pop_2,REJ,0,0,0,0,0,0,0.08,0.06,0.08,0.06,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,daytime,S0,0,0,0,0,1,1,0.03,0.07,0.03,0.08,anomaly
tcp,domain,S0,0,0,0,0,1,1,0.02,0.05,0.03,0.05,anomaly
tcp,http,SF,286,20424,0,1,0,0,1,0,1,0,normal
tcp,private,RSTOS0,0,0,0,0,0.66,0.5,0.01,0.4,0.01,0.29,anomaly
tcp,http,SF,235,1694,0,1,0,0.14,1,0,1,0,normal
tcp,http,SF,296,422,0,1,0,0,1,0,1,0,normal
tcp,http,SF,221,1408,0,1,0,0,1,0,1,0,normal
tcp,http,SF,199,30328,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
udp,other,SF,147,105,0,0,0,0,1,0,0,0.85,normal
tcp,http,SF,215,2020,0,1,0.08,0.07,1,0,1,0,normal
tcp,smtp,SF,1567,476,0,1,0,0,1,0,0.02,0.02,normal
tcp,http,SF,211,3115,0,1,0,0,1,0,1,0,normal
tcp,courier,S0,0,0,0,0,1,1,0.13,0.06,0.04,0.06,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,smtp,SF,972,330,0,1,0,0,0.5,1,0.1,0.58,normal
tcp,time,S0,0,0,0,0,0.99,1,0.1,0.06,0.07,0.07,anomaly
tcp,http,SF,227,9986,0,1,0,0,1,0,1,0,normal
tcp,time,RSTO,0,0,0,0,0,0,0.08,0.07,0.07,0.07,anomaly
tcp,other,REJ,0,0,0,0,0.18,0,0,1,0,1,anomaly
udp,domain_u,SF,44,133,0,0,0,0,1,0,0.7,0.02,normal
udp,other,SF,145,105,0,0,0,0,0.2,0.6,0,0.83,normal
tcp,ctf,S0,0,0,0,0,1,1,0.08,0.06,0,0.07,anomaly
tcp,netstat,S0,0,0,0,0,1,1,0.11,0.05,0.09,0.05,anomaly
tcp,http,SF,321,2335,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,283,907,0,1,0,0,1,0,0.25,0.02,normal
tcp,smtp,SF,601,341,0,1,0,0,1,0,0.53,0.03,normal
udp,other,SF,1,0,0,0,0,0,1,0,0.03,0.2,anomaly
udp,domain_u,SF,34,88,0,0,0,0,1,0,0.98,0.01,normal
tcp,http,SF,54540,8314,0,1,0.14,0.14,1,0,1,0,anomaly
tcp,http,SF,321,1306,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,288,4872,0,1,0,0,1,0,1,0,normal
tcp,http_443,S0,0,0,0,0,1,1,0.1,0.07,0.05,0.06,anomaly
tcp,smtp,SF,2276,335,0,1,0,0,1,0,0.76,0.1,normal
tcp,http,SF,297,784,0,1,0,0,1,0,1,0,normal
tcp,http,SF,204,2056,0,1,0.25,0.25,1,0,1,0,normal
tcp,http,SF,286,13635,0,1,0,0,1,0,1,0,normal
tcp,http,SF,193,758,0,1,0,0,1,0,1,0,normal
tcp,http,SF,329,782,0,1,0,0,1,0,1,0,normal
tcp,http,SF,197,253,0,1,0,0,1,0,1,0,normal
tcp,netbios_ssn,S0,0,0,0,0,1,1,0.15,0.06,0.02,0.07,anomaly
tcp,http,SF,271,3315,0,1,0,0,1,0,1,0,normal
tcp,http,SF,331,2263,0,1,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.06,0.06,0.06,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.1,0.07,0.02,0.08,anomaly
tcp,http,SF,155,4187,0,1,0,0,1,0,1,0,normal
tcp,http,SF,218,667,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1553,329,0,1,0,0,1,0,0.76,0.09,normal
tcp,private,REJ,0,0,0,0,0,0,0.08,0.06,0.04,0.07,anomaly
tcp,http,SF,336,2710,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,44,44,0,0,0,0,0.2,0.4,0.96,0.08,normal
tcp,smtp,SF,1708,330,0,1,0,0,1,0,0.8,0.4,normal
udp,other,SF,1,0,0,0,0,0,1,0,0.03,0.15,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,197,10216,0,1,0,0,1,0,1,0,normal
tcp,http,SF,333,10861,0,1,0,0,1,0,1,0,normal
udp,private,SF,105,145,0,0,0,0,1,0,0.78,0.01,normal
tcp,auth,REJ,0,0,0,0,0,0,0.05,0.06,0.05,0.07,anomaly
tcp,http,SF,233,2213,0,1,0,0,1,0,1,0,normal
tcp,finger,S0,0,0,0,0,1,1,0.25,0.07,0.22,0.03,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.23,0.05,0.23,0.02,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.24,0.11,0.22,0.04,anomaly
tcp,ftp_data,SF,3475,0,0,1,0,0,1,0,0.23,0.03,normal
tcp,smtp,SF,1112,307,0,1,0,0,1,0,0.36,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.14,0.05,0.05,0.05,anomaly
tcp,Z39_50,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.07,anomaly
tcp,http,SF,308,2507,0,1,0,0,1,0,0.91,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.02,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,1,0,0.14,1,anomaly
tcp,smtp,SF,3873,337,0,1,0,0,1,0,0.83,0.03,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.16,anomaly
tcp,private,S0,0,0,0,0,1,1,0.12,0.05,0.03,0.07,anomaly
udp,domain_u,SF,45,74,0,0,0,0,1,0,0.89,0.01,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.44,anomaly
tcp,http,SF,206,3644,0,1,0,0,1,0,1,0,normal
tcp,http,SF,278,2380,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1408,335,0,1,0,0,1,0,0.89,0.11,normal
tcp,http,SF,297,9287,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1537,334,0,1,0,0,1,0,0.83,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.26,0.12,0.05,0.07,anomaly
tcp,http,SF,293,1040,0,1,0,0,1,0,1,0,normal
icmp,urh_i,SF,36,0,0,0,0,0,1,0,0.22,0.07,normal
tcp,IRC,RSTR,1000,5740,0,0,0,0,1,0,0.41,0.06,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,175,497,0,1,0,0,1,0,1,0,normal
tcp,csnet_ns,S0,0,0,0,0,1,1,0.03,0.06,0.05,0.07,anomaly
tcp,smtp,SF,1719,369,0,1,0,0,1,0,0.9,0.03,normal
udp,domain_u,SF,42,42,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,42,42,0,0,0,0,1,0,1,0,normal
tcp,ftp,SF,235,769,0,1,0,0,1,0,0.19,0.03,normal
tcp,csnet_ns,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.09,anomaly
tcp,netbios_ns,REJ,0,0,0,0,0,0,0.02,0.06,0.02,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.08,0.06,anomaly
tcp,smtp,SF,686,330,0,1,0,0,1,0,0.36,0.05,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.15,anomaly
tcp,http,SF,298,4930,0,1,0,0,1,0,1,0,normal
icmp,urp_i,SF,181,0,0,0,0,0,0.5,1,0.02,0.01,normal
tcp,finger,SF,6,0,0,0,0,0,1,0,0.09,0.06,normal
tcp,http,SF,229,1425,0,1,0,0,1,0,1,0,normal
tcp,http,SF,269,9287,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,125,0,0,0,0,1,0,0.99,0.01,normal
tcp,http,SF,307,2698,0,1,0,0,1,0,0.94,0.02,normal
tcp,courier,S0,0,0,0,0,1,1,0.15,0.05,0.05,0.07,anomaly
tcp,http,SF,294,1721,0,1,0,0,1,0,1,0,normal
tcp,http,SF,294,1718,0,1,0,0,1,0,1,0,normal
tcp,http,SF,230,29228,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,125,0,0,0,0,0.99,0.03,0.78,0.02,normal
tcp,smtp,SF,1287,366,0,1,0,0,1,0,1,0,normal
tcp,http,SF,233,6943,0,1,0,0,1,0,1,0,normal
tcp,http,S0,0,0,0,0,0.33,0.33,1,0,1,0,normal
tcp,http,SF,199,2200,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.06,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.17,0.07,0.07,0.06,anomaly
udp,private,SF,1,0,0,0,0,0,0.53,0.07,0.38,0.06,anomaly
tcp,netstat,REJ,0,0,0,0,0,0,0.06,0.06,0.07,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,1,0,0.02,1,anomaly
udp,private,SF,105,146,0,0,0,0,1,0,0.92,0.01,normal
tcp,ftp_data,SF,9,0,0,1,0,0,1,0,0.5,0.5,normal
tcp,http,SF,271,2418,0,1,0,0,1,0,1,0,normal
udp,private,SF,28,0,0,0,0,0,1,0,0.11,0.01,anomaly
udp,private,SF,28,0,0,0,0,0,1,0,0.49,0.03,anomaly
tcp,http,SF,320,1272,0,1,0,0,1,0,1,0,normal
tcp,netbios_ssn,RSTR,0,0,0,0,0,0,1,0,0,0.55,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.08,0.07,0.06,0.08,anomaly
tcp,uucp,S0,0,0,0,0,1,1,0.01,0.08,0,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.17,0.07,0,0.07,anomaly
tcp,bgp,REJ,0,0,0,0,0,0,0.02,0.07,0.02,0.08,anomaly
tcp,imap4,S0,0,0,0,0,1,1,0.05,0.06,0.04,0.08,anomaly
tcp,ctf,S0,0,0,0,0,1,1,0.1,0.07,0.08,0.07,anomaly
tcp,vmnet,REJ,0,0,0,0,0,0,0.02,0.07,0.01,0.07,anomaly
udp,domain_u,SF,42,42,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,311,396,0,1,0,0,1,0,1,0,normal
tcp,http,SF,170,19109,0,1,0,0,1,0,1,0,normal
tcp,http,SF,327,1921,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.11,0.07,0.06,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.08,0.05,anomaly
tcp,smtp,SF,1647,336,0,1,0,0,1,0,0.67,0.14,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,43,70,0,0,0,0,1,0,0.9,0.01,normal
tcp,http,SF,308,897,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,117,0,0,0,0,1,0,0.64,0.01,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,46,46,0,0,0,0,1,0,0.96,0.01,normal
tcp,finger,S0,0,0,0,0,1,1,1,0,0.22,0.05,anomaly
